Input	Input Type	MGI Gene/Marker ID	Chr	Strand	Start	End
Gm20910	current symbol	MGI:5434266	Y	+	21096898	21097593
Gm20909	current symbol	MGI:5434265	Y	+	21164570	21166905
Gm20908	current symbol	MGI:5434264	Y	+	64473266	64499452
Gm21988	current symbol	MGI:5439457	11	-	70235206	70239830
Gm21294	current symbol	MGI:5434649	Y	+	89052806	89079015
Gm20906	current symbol	MGI:5434262	Y	+	87550966	87575691
Gm20777	current symbol	MGI:5434133	Y	-	10750004	10752450
Gm21834	current symbol	MGI:5433998	17	-	57741767	57742219
Gm21110	current symbol	MGI:5434465	UN		
Gm20773	current symbol	MGI:5434129	Y	+	13494026	13496466
Gm20772	current symbol	MGI:5434128	Y	+	17874741	17877179
Gm21822	current symbol	MGI:5433986	Y	+	18654482	18655024
Gm21104	current symbol	MGI:5434459	4	-	42070757	42072707
Gm21748	current symbol	MGI:5433912	Y	-	90838869	90839177
Gm20905	current symbol	MGI:5434261	Y	-	37233420	37259603
Gm21778	current symbol	MGI:5433942	Y	+	5942460	5945031
Gm21103	current symbol	MGI:5434458	14	-	6296365	6304843
Gm21818	current symbol	MGI:5433982	13	+	120173184	120173696
Gm21776	current symbol	MGI:5433940	Y	+	76378662	76379744
Gm21775	current symbol	MGI:5433939	Y	+	10553453	10553992
Gm20767	current symbol	MGI:5434123	13	+	120154627	120155136
Gm20765	current symbol	MGI:5434121	10	+	104185533	104188000
Gm20764	current symbol	MGI:5434120	4	-	34310975	34320912
Rhox4a2	current symbol	MGI:5434453	X	+	37390848	37395621
Gm21953	current symbol	MGI:5439404	4	+	42294267	42294855
Gm21095	current symbol	MGI:5434450	Y	+	84097279	84123494
Gm21952	current symbol	MGI:5439403	UN		
Gm21996	current symbol	MGI:5440224	Y	-	89713424	89745532
Gm21981	current symbol	MGI:5439450	17	-	47686739	47694455
Gm21814	current symbol	MGI:5433978	6	+	149566090	149583656
Gm21094	current symbol	MGI:5434449	Y	-	32588415	32620443
Gm21977	current symbol	MGI:5439446	14	-	42847980	42853477
Gm21858	current symbol	MGI:5434022	Y	+	55731756	55757908
Gm21739	current symbol	MGI:5433903	Y	-	44232123	44264444
Gm21976	current symbol	MGI:5439445	13	+	98279887	98307154
Gm20903	current symbol	MGI:5434259	Y	+	73669315	73695486
Gm21975	current symbol	MGI:5439444	11	-	79513385	79530559
Gm20747	current symbol	MGI:5434103	Y	-	53415953	53418291
Gm21812	current symbol	MGI:5433976	Y	-	9344836	9347184
Gm21188	current symbol	MGI:5434543	13	-	120034759	120035331
Gm21987	current symbol	MGI:5439456	16	+	38347040	38362297
Gm21773	current symbol	MGI:5433937	Y	-	25308278	25309360
Gm21319	current symbol	MGI:5434674	12	-	87772425	87775755
Gm21726	current symbol	MGI:5433890	13	+	90583400	90583765
Gm21258	current symbol	MGI:5434613	Y	+	52780040	52806254
Rhox3a2	current symbol	MGI:5434440	X	+	37380028	37384493
Gm21768	current symbol	MGI:5433932	Y	+	23802167	23802862
Gm21767	current symbol	MGI:5433931	Y	+	13941738	13942280
Gm20738	current symbol	MGI:5434094	Y	+	37957811	37960145
Gm20737	current symbol	MGI:5434093	Y	-	10533609	10536042
Gm20736	current symbol	MGI:5434092	Y	+	65377690	65403917
Tmppe	current symbol	MGI:5317335	9	+	114401095	114411200
Gm21083	current symbol	MGI:5434438	5	+	15577333	15582078
Gm21293	current symbol	MGI:5434648	10	+	104142987	104145456
Gm21970	current symbol	MGI:5439439	16	+	91391721	91419451
Gm21968	current symbol	MGI:5439437	UN		
Gm21764	current symbol	MGI:5433928	Y	-	18061270	18061812
Gm21763	current symbol	MGI:5433927	Y	-	19514319	19515014
Gm21967	current symbol	MGI:5439436	13	+	119606650	119610458
Gm20604	current symbol	MGI:5305180	12	-	102741732	102758672
Gm21732	current symbol	MGI:5433896	Y	-	38574609	38575691
Gm21762	current symbol	MGI:5433926	13	-	120214758	120215213
Gm21761	current symbol	MGI:5433925	13	-	119912095	119929272
Gm21760	current symbol	MGI:5433924	Y	+	80133779	80159975
Gm20897	current symbol	MGI:5434253	Y	-	38476061	38502238
Gm20896	current symbol	MGI:5434252	Y	-	35895328	35921526
Gm21966	current symbol	MGI:5439435	UN		
Gm21256	current symbol	MGI:5434611	Y	+	47450960	47482990
Gm21964	current symbol	MGI:5439433	8	+	110109772	110111762
Gm21725	current symbol	MGI:5433889	Y	-	13348521	13349063
Gm20894	current symbol	MGI:5434250	Y	-	28245352	28271512
Gm21861	current symbol	MGI:5434025	Y	-	58782567	58814597
Gm21067	current symbol	MGI:5434422	12	-	23780803	23782230
Gm21065	current symbol	MGI:5434420	Y	+	22513860	22514555
Gm21962	current symbol	MGI:5439431	3	+	137671524	137672540
Gm21961	current symbol	MGI:5439430	15	-	64979544	65014904
Gm20727	current symbol	MGI:5313036	UN		
Gm20890	current symbol	MGI:5434246	Y	-	26750605	26776799
Gm21958	current symbol	MGI:5439427	3	-	54713176	54714353
Gm21957	current symbol	MGI:5439426	7	-	125219449	125219886
Gm21956	current symbol	MGI:5439425	3	+	88376023	88377075
Gm21955	current symbol	MGI:5439424	4	+	42714926	42719893
Gm21954	current symbol	MGI:5439423	3	-	55461985	55472210
Gm21173	current symbol	MGI:5434528	Y	+	76761600	76787729
Gm20888	current symbol	MGI:5434244	Y	+	70441882	70468158
Gm21860	current symbol	MGI:5434024	Y	-	90754513	90754821
Gm21921	current symbol	MGI:5434085	Y	-	24795161	24796243
Gm21002	current symbol	MGI:5434357	8	+	21391811	21392698
Gm21833	current symbol	MGI:5433997	16	+	82828382	82829881
Gm20605	current symbol	MGI:5306917	5	+	137629175	137642899
Gm20883	current symbol	MGI:5434239	Y	+	50608251	50634461
Gm21062	current symbol	MGI:5434417	17	+	33144149	33149964
Gm20994	current symbol	MGI:5434349	UN		
Gm21985	current symbol	MGI:5439454	2	+	112266314	112406319
Gm21949	current symbol	MGI:5439400	3	+	67892232	68626466
Gm21738	current symbol	MGI:5433902	14	-	19415857	19418930
Gm21440	current symbol	MGI:5434795	Y	+	13252391	13254834
Gm21992	current symbol	MGI:5439461	19	-	4742913	4811612
Gm21409	current symbol	MGI:5434764	Y	+	84746685	84772902
Gm21443	current symbol	MGI:5434798	Y	+	25995821	25996516
Gm21708	current symbol	MGI:5435063	Y	-	3399188	3410167
Gm21292	current symbol	MGI:5434647	Y	-	9131568	9133924
Cfap99	current symbol	MGI:5434801	5	+	34287547	34327443
Gm21974	current symbol	MGI:5439443	7	-	127886227	127895454
Gm21731	current symbol	MGI:5433895	13	+	120240670	120241158
Gm21704	current symbol	MGI:5435059	Y	-	3367147	3378783
Rslcan18	rat symbol	MGI:1098769	3	+	36151017	36170342
Rslcan18	current symbol	MGI:5433745	13	-	67096613	67116263
Gm21736	current symbol	MGI:5433900	Y	+	12564103	12564795
Gm21983	current symbol	MGI:5439452	7	-	27168430	27181086
Gm20878	current symbol	MGI:5434234	4	+	41941572	41943124
Gm21699	current symbol	MGI:5435054	X	+	34450524	34452020
Gm21915	current symbol	MGI:5434079	9	+	40670613	40671014
Gm21973	current symbol	MGI:5439442	15	+	10325380	10373749
Gm21698	current symbol	MGI:5435053	5	-	25982030	25988650
Gm20877	current symbol	MGI:5434233	Y	+	17093873	17095892
Gm21913	current symbol	MGI:5434077	Y	+	74623896	74624978
Gm20716	current symbol	MGI:5313163	2	-	168180986	168230364
Lrrc70	current symbol	MGI:5317337	UN		
Lrrc70	chicken symbol	MGI:2442377	13	-	106794439	106936958
Gm21060	current symbol	MGI:5434415	19	-	61296902	61297069
Gm21948	current symbol	MGI:5439399	7	+	44816370	44840804
Gm21693	current symbol	MGI:5435048	Y	-	3326750	3345329
Gm21845	current symbol	MGI:5434009	Y	+	24381817	24382512
Gm21320	current symbol	MGI:5434675	4	-	60817586	60821590
Gm21933	current symbol	MGI:5439384	13	+	61630596	61636300
Gm21907	current symbol	MGI:5434071	Y	+	23240258	23240953
Gm20870	current symbol	MGI:5434226	Y	+	71692043	71718226
Gm21905	current symbol	MGI:5434069	5	-	67927261	67946421
Gm20869	current symbol	MGI:5434225	Y	+	71469449	71495632
Gm21830	current symbol	MGI:5433994	2	+	67413725	67433086
Gm21904	current symbol	MGI:5434068	Y	-	17845724	17846266
Gm21903	current symbol	MGI:5434067	17	-	39042634	39043341
Gm21244	current symbol	MGI:5434599	Y	-	7165068	7169293
Gm20731	current symbol	MGI:5313040	4	-	108622929	108625216
Gm21685	current symbol	MGI:5435040	14	+	69555424	69585520
Gm20708	current symbol	MGI:5313155	11	+	117809668	117839904
Gm21310	current symbol	MGI:5434665	Y	-	10144735	10147183
Gm20867	current symbol	MGI:5434223	Y	-	77960873	77963204
Gm21681	current symbol	MGI:5435036	X	-	34160003	34161499
Gm21680	current symbol	MGI:5435035	5	-	25965961	25972663
Gm21679	current symbol	MGI:5435034	Y	-	29671883	29684784
Gm21678	current symbol	MGI:5435033	Y	-	18742471	18743166
Gm21677	current symbol	MGI:5435032	Y	-	3294976	3306449
Gm21425	current symbol	MGI:5434780	Y	+	13161968	13164408
Gm21317	current symbol	MGI:5434672	Y	+	82225227	82251419
Gm20865	current symbol	MGI:5434221	Y	+	21241575	21243910
Gm21800	current symbol	MGI:5433964	Y	+	41406498	41407040
Gm21671	current symbol	MGI:5435026	5	-	25948253	25954417
Esp3	rat synonym	MGI:104634	9	+	61372383	61418490
Esp3	current symbol	MGI:5439396	17	+	40632075	40637060
Gm21798	current symbol	MGI:5433962	15	+	64817694	64937996
Gm21797	current symbol	MGI:5433961	Y	-	40775223	40775765
Gm20721	current symbol	MGI:5313030	2	-	174330319	174346712
Gm21900	current symbol	MGI:5434064	Y	+	10616361	10616903
Gm21663	current symbol	MGI:5435018	5	-	25935791	25942381
Gm20696	current symbol	MGI:5313143	6	-	99257484	99666797
Gm21661	current symbol	MGI:5435016	Y	+	23097865	23098560
Gm21660	current symbol	MGI:5435015	Y	-	18623067	18623762
Gm21404	current symbol	MGI:5434759	4	-	121906734	121920833
Gm21657	current symbol	MGI:5435012	X	+	32894625	32896121
Gm20695	current symbol	MGI:5313142	16	+	3884648	3919517
Gm21304	current symbol	MGI:5434659	10	+	104168515	104170983
Gm21969	current symbol	MGI:5439438	4	+	139603186	139662691
Esp38	current symbol	MGI:5439397	17	+	39953353	39955244
Gm21870	current symbol	MGI:5434034	X	-	33985639	33986816
Gm21871	current symbol	MGI:5434035	Y	+	22964787	22965482
Gm21650	current symbol	MGI:5435005	Y	+	77692808	77719038
Gm20946	current symbol	MGI:5434301	8	+	20828015	20835070
Gm21897	current symbol	MGI:5434061	16	+	15317458	15318957
Gm21874	current symbol	MGI:5434038	Y	-	9413518	9416148
Gm21876	current symbol	MGI:5434040	X	-	21174439	21175653
Gm20855	current symbol	MGI:5434211	Y	-	35105684	35131833
Gm20854	current symbol	MGI:5434210	Y	-	85528523	85530908
Gm20726	current symbol	MGI:5313035	14	+	54632329	54632781
Gm21350	current symbol	MGI:5434705	Y	+	24894925	24895620
Gm21893	current symbol	MGI:5434057	6	+	128294102	128294498
Gm21793	current symbol	MGI:5433957	UN		
Gm21891	current symbol	MGI:5434055	Y	-	13132950	13133492
Gm21645	current symbol	MGI:5435000	X	+	32047829	32049325
Gm21890	current symbol	MGI:5434054	Y	+	25921142	25921837
Gm21412	current symbol	MGI:5434767	Y	+	24969606	24970301
Gm20852	current symbol	MGI:5434208	Y	-	66739787	66742123
Gm20851	current symbol	MGI:5434207	Y	+	18208481	18209176
Gm21637	current symbol	MGI:5434992	X	+	31962044	31962821
Gm20683	current symbol	MGI:5313130	17	-	25834465	25841763
Gm20850	current symbol	MGI:5434206	Y	+	75715322	75741549
Gm21209	current symbol	MGI:5434564	Y	+	49571156	49597425
Gm21828	current symbol	MGI:5433992	Y	-	13223386	13223928
Gm21827	current symbol	MGI:5433991	6	+	43210333	43210755
Gm21627	current symbol	MGI:5434982	Y	+	63228427	63254644
Gm21972	current symbol	MGI:5439441	1	+	86133637	86162788
Gm20939	current symbol	MGI:5434295	17	+	94873986	94877497
Gm21887	current symbol	MGI:5434051	X	+	170009659	170019281
Gm20845	current symbol	MGI:5434201	Y	+	72554826	72581022
Gm21149	current symbol	MGI:5434504	5	-	15471703	15476523
Gm20843	current symbol	MGI:5434199	Y	-	72220863	72247118
Gm21863	current symbol	MGI:5434027	12	+	19954505	19954840
Fam205a4	current symbol	MGI:5434294	4	+	41966058	41971856
Gm20840	current symbol	MGI:5434196	Y	+	23868563	23869258
Gm21950	current symbol	MGI:5439401	X	+	3076875	3078817
Gm21616	current symbol	MGI:5434971	X	+	125435542	125436039
Gm20671	current symbol	MGI:5313118	5	-	32737230	32827109
Gm20838	current symbol	MGI:5434194	Y	-	33511116	33543164
Gm21608	current symbol	MGI:5434963	X	-	31715660	31717156
Gm21447	current symbol	MGI:5434802	X	+	31117674	31119170
Gm21454	current symbol	MGI:5434809	Y	+	13376362	13378804
Gm20837	current symbol	MGI:5434193	Y	+	90401248	90433263
Fam205a3	current symbol	MGI:5434953	4	+	42318334	42323929
Gm20836	current symbol	MGI:5434192	Y	-	13910346	13911041
Gm20835	current symbol	MGI:5434191	Y	-	36709098	36735290
Gm20834	current symbol	MGI:5434190	Y	-	10322618	10324589
Gm20662	current symbol	MGI:5313109	9	+	107996349	108045270
Gm20661	current symbol	MGI:5313108	9	+	107983058	107995007
Gm21586	current symbol	MGI:5434941	4	+	42439378	42439966
Gm20833	current symbol	MGI:5434189	Y	+	17757509	17758204
Spin2g	current symbol	MGI:5434937	X	-	34237049	34238733
Gm20937	current symbol	MGI:5434293	Y	-	68268651	68294898
Gm20831	current symbol	MGI:5434187	Y	+	17965160	17967603
Gm20830	current symbol	MGI:5434186	Y	-	6916300	6918282
Gm21466	current symbol	MGI:5434821	X	+	32437200	32438844
Gm21469	current symbol	MGI:5434824	Y	+	23031235	23031930
Gm21882	current symbol	MGI:5434046	Y	-	40380441	40381523
Gm21312	current symbol	MGI:5434667	10	+	104177024	104179491
Gm21571	current symbol	MGI:5434926	X	-	125404946	125405372
Gm20654	current symbol	MGI:5313101	15	+	75449457	75451406
Gm21791	current symbol	MGI:5433955	Y	+	25408061	25408756
Gm20653	current symbol	MGI:5313100	UN		
Gm21886	current symbol	MGI:5434050	18	-	80089297	80089962
Gm21885	current symbol	MGI:5434049	11	+	94284652	94285985
Gm21364	current symbol	MGI:5434719	X	-	3193887	3195827
Gm20828	current symbol	MGI:5434184	Y	-	11197024	11199374
Gm21560	current symbol	MGI:5434915	14	-	6210617	6219292
Gm21559	current symbol	MGI:5434914	12	-	87765371	87766300
Gm21936	current symbol	MGI:5439387	12	+	87792580	87796877
Gm21866	current symbol	MGI:5434030	Y	-	13465037	13465579
Gm20826	current symbol	MGI:5434182	Y	-	7632774	7638489
Gm21541	current symbol	MGI:5434896	4	+	41903610	41904743
Gm21540	current symbol	MGI:5434895	9	+	33728165	33729358
Gm21477	current symbol	MGI:5434832	Y	+	87116821	87142917
Gm20825	current symbol	MGI:5434181	Y	-	8069168	8071507
Gm20824	current symbol	MGI:5434180	Y	+	8257907	8284105
Gm20823	current symbol	MGI:5434179	Y	-	62462504	62464845
Gm21518	current symbol	MGI:5434873	Y	+	62190866	62217137
Gm20822	current symbol	MGI:5434178	Y	-	15882421	15884771
Gm20821	current symbol	MGI:5434177	Y	+	9781804	9784197
Gm44501	current symbol	MGI:5529083	17	+	40561507	40579549
Gm27235	current symbol	MGI:5521078	9	-	35776524	35790101
Gm27179	current symbol	MGI:5521022	14	-	69508632	69512549
Esp22	current symbol	MGI:5510833	UN		
Ak6	human synonym	MGI:1860835	19	-	29020833	29047961
Ak6	human synonym	MGI:2677491	3	-	152462815	152668360
Ak6	current symbol	MGI:5510732	13	+	100650979	100666359
Esp5	synonym	MGI:3643294	17	+	40561507	40565622
Esp5	current symbol	MGI:5522708	17	+	40574711	40579549
Lbhd1	current symbol	MGI:5516029	19	+	8883732	8892627
Lbhd1	rat symbol	MGI:1913526	19	+	8888853	8890881
Gm28035	current symbol	MGI:5547771	2	+	30240567	30282148
Gm28046	current symbol	MGI:5547782	10	+	127759787	127792694
Gm28040	current symbol	MGI:5547776	1	+	133309827	133329901
Gm28038	current symbol	MGI:5547774	2	+	30281043	30301078
Gm28044	current symbol	MGI:5547780	13	-	67317942	67360536
Xntrpc	current symbol	MGI:5546370	7	+	102065713	102096864
Xndc1	current symbol	MGI:5546359	7	+	102065511	102083765
Gm28047	current symbol	MGI:5547783	15	-	102523843	102625067
Gm28043	current symbol	MGI:5547779	17	+	29614876	29703359
Gm28041	current symbol	MGI:5547777	13	-	67345246	67375733
Gm28053	current symbol	MGI:5547789	6	+	48718607	48752600
Gm28051	current symbol	MGI:5547787	12	-	102719975	102757765
Gm28048	current symbol	MGI:5547784	11	-	22834744	22982090
Gm28036	current symbol	MGI:5547772	2	-	156071845	156127092
Gm28042	current symbol	MGI:5547778	2	+	120027493	120043033
Gm26919	current symbol	MGI:5504034	6	-	130675247	130699016
Gm26992	current symbol	MGI:5504107	X	+	103422010	103481705
Gm26938	current symbol	MGI:5504053	5	-	139807978	139826407
Gm27021	current symbol	MGI:5504136	8	-	120608786	120668079
Gm26965	current symbol	MGI:5504080	13	-	67491152	67526151
Gm27029	current symbol	MGI:5504144	11	-	101406664	101424796
Gm26920	current symbol	MGI:5504035	7	-	30056034	30090410
Gm27027	current symbol	MGI:5504142	2	-	93956817	93996354
Gm14179	current symbol	MGI:3650800	UN		
Gm11595	current symbol	MGI:3652308	11	-	99771714	99772913
Gm11939	current symbol	MGI:3651443	11	-	99559167	99559466
Gm12169	current symbol	MGI:3650838	11	+	46524212	46538156
Gm13030	current symbol	MGI:3651765	4	-	138870992	138873964
Rad21l	current symbol	MGI:3652039	2	-	151645404	151668533
Gm12888	current symbol	MGI:3652130	4	-	121316316	121324917
Gm12887	current symbol	MGI:3652131	4	-	121614271	121622103
Zfp345	current symbol	MGI:3652219	2	-	150470991	150485091
Spocd1	current symbol	MGI:3652045	4	+	129947547	129957115
D930007J09Rik	current symbol	MGI:3686989	13	-	32802457	32802849
Gm13090	current symbol	MGI:3650445	4	+	151089570	151091449
Gm11938	current symbol	MGI:3651233	11	-	99602646	99603308
Gm11937	current symbol	MGI:3651231	11	-	99609794	99610189
Gm13889	current symbol	MGI:3652053	2	-	93955810	93957201
Gm12166	current symbol	MGI:3650635	11	-	46051354	46052321
Gm14196	current symbol	MGI:3652055	UN		
Krtap29-1	current symbol	MGI:3652056	11	-	99978025	99979053
Susd1	current symbol	MGI:3651543	4	-	59314683	59438633
Krtap1-4	current symbol	MGI:3651229	11	-	99583062	99583654
Gm11562	current symbol	MGI:3652059	11	-	99619619	99620435
Krtap4-9	human symbol	MGI:1916018	11	-	99665043	99665960
Krtap4-9	human symbol	MGI:3652308	11	-	99771714	99772913
Krtap4-9	human symbol	MGI:1916714	11	-	99809078	99809892
Krtap4-9	current symbol	MGI:3652060	11	+	99785200	99786258
Krtap4-9	human symbol	MGI:3652177	11	-	99792389	99793467
Krtap4-9	human symbol	MGI:3705237	11	-	99803557	99804446
Krtap4-9	human symbol	MGI:3709346	11	-	99798064	99798932
Krt83	human symbol	MGI:3690448	15	-	101485131	101491512
Krt83	current symbol	MGI:3665486	15	-	101431490	101438804
Gm12258	current symbol	MGI:3651534	11	+	58847158	58861956
Gm11559	current symbol	MGI:3652067	11	+	99864476	99865571
Krtap4-16	current symbol	MGI:3651030	11	-	99850655	99851608
Gm11487	current symbol	MGI:3650704	4	-	73401032	73405072
Tmem235	current symbol	MGI:3651706	11	+	117860752	117865543
Gm14221	current symbol	MGI:3650696	2	-	160568379	160619971
Spint5	current symbol	MGI:3651687	2	+	164715305	164718068
Spint3	current symbol	MGI:3651470	2	-	164569695	164573459
Spint3	human synonym	MGI:1925489	2	+	164698501	164702453
Skint8	rat symbol	MGI:3041190	4	+	111972923	111986424
Skint8	current symbol	MGI:3651523	4	+	111919392	111939803
Fam205a1	current symbol	MGI:3651059	4	-	42848071	42853888
Wfdc11	current symbol	MGI:3651686	2	-	164662894	164674087
Ldlrad1	current symbol	MGI:3652166	4	+	107209180	107218060
Gm12800	current symbol	MGI:3652120	4	+	101909121	101911908
Rpl37rt	current symbol	MGI:3651519	5	-	115102923	115110268
Msmp	current symbol	MGI:3652339	4	-	43583216	43584494
Obp2b	rat synonym	MGI:2387617	2	+	25700043	25703326
Obp2b	current symbol	MGI:3651927	2	+	25737009	25740097
Gm12185	current symbol	MGI:3652173	11	-	48904656	48927179
Gm12184	current symbol	MGI:3652174	11	-	48825346	48826655
Gm13119	current symbol	MGI:3651680	4	+	144357942	144364419
Gm13547	current symbol	MGI:3650473	2	+	29759312	29764089
Gm14322	current symbol	MGI:3652185	2	+	177759288	177770472
Gm14327	current symbol	MGI:3652188	2	+	177897096	177905784
Gm13157	current symbol	MGI:3651978	4	-	147754199	147775833
Gm12886	current symbol	MGI:3651888	4	-	121414735	121423099
Mup6	current symbol	MGI:3650962	4	+	59964294	60007274
Mup20	current symbol	MGI:3651981	4	-	62050234	62054158
Defb45	current symbol	MGI:3650541	2	-	152593191	152599399
Gm11733	current symbol	MGI:3650737	11	+	117484368	117489014
Gm14420	current symbol	MGI:3652255	2	+	177464733	177478129
Gm13151	current symbol	MGI:3651985	4	+	147305674	147333734
Gm13154	current symbol	MGI:3651986	4	+	147553277	147585198
Gm15698	current symbol	MGI:3651308	11	-	88964658	88966931
Cela3a	current symbol	MGI:3651647	4	-	137401554	137409791
Cela3a	western clawed frog symbol	MGI:1915118	4	-	137420999	137430540
Cntnap5b	current symbol	MGI:3664583	1	+	99772765	100485942
Fam159a	current symbol	MGI:3651644	4	-	108367777	108383349
Gm13124	current symbol	MGI:3652194	4	-	144555000	144565134
Gm11627	current symbol	MGI:3650659	11	-	102576398	102579461
Gm11444	current symbol	MGI:3651161	11	-	85846790	85850333
Defb25	current symbol	MGI:3651158	2	-	152622356	152623053
Slc2a7	current symbol	MGI:3650865	4	+	150148972	150168482
Gm13941	current symbol	MGI:3651375	2	-	111088372	111105982
Gm11555	current symbol	MGI:3651823	11	-	99649599	99650236
Zfp442	current symbol	MGI:3651999	2	-	150407141	150451486
Arid3c	current symbol	MGI:3650624	4	-	41724139	41731142
R3hdml	current symbol	MGI:3650937	2	+	163492318	163502612
Gm14124	current symbol	MGI:3652002	2	+	150257517	150270300
Gm13821	current symbol	MGI:3652003	5	-	114836912	114846594
Gm14187	current symbol	MGI:3651816	UN		
Fam43b	current symbol	MGI:3651622	4	-	138394092	138396528
Defb28	human synonym	MGI:2442320	2	+	152477063	152479934
Defb28	current symbol	MGI:3650536	2	+	152518255	152521447
Cnbd1	current symbol	MGI:3650508	4	-	18860454	19122526
Gm12666	current symbol	MGI:3650864	4	-	92190744	92191749
Krtap31-2	current symbol	MGI:3650789	11	+	99936291	99937225
Fam129c	current symbol	MGI:3686743	8	+	71597648	71607936
Gm14185	current symbol	MGI:3651814	UN		
Gm14191	current symbol	MGI:3651812	UN		
Gm14190	current symbol	MGI:3651811	11	-	99690588	99690740
Ifit1bl1	current symbol	MGI:3650685	19	-	34592891	34599327
Gm14137	current symbol	MGI:3651144	2	+	119174509	119177575
Gm12253	current symbol	MGI:3651568	11	+	58432559	58441622
Gm11232	current symbol	MGI:3651439	4	-	71755643	71757965
Gm11639	current symbol	MGI:3651790	11	+	104685707	104753962
Zfp534	current symbol	MGI:3650650	4	-	147673502	147702553
Vmn1r204	current symbol	MGI:3651399	13	+	22556201	22557109
Wfdc9	current symbol	MGI:3652032	2	-	164649631	164656583
Gm13225	current symbol	MGI:3652161	4	+	145510759	145539188
Fam71b	current symbol	MGI:3650836	11	+	46396559	46407982
Tvp23a	current symbol	MGI:3665441	16	-	10420557	10447362
Krtap4-8	current symbol	MGI:3652306	11	-	99779722	99780704
Krtap4-8	human symbol	MGI:3650330	11	-	99657949	99658960
Gm14147	current symbol	MGI:3651555	2	+	151098245	151103818
Gas2l2	current symbol	MGI:3652048	11	-	83421902	83429455
Gm14444	current symbol	MGI:3652325	2	+	175010241	175019248
Gm13150	current symbol	MGI:3651739	4	+	146971976	146990755
Gm14443	current symbol	MGI:3652324	2	-	175166255	175175871
Zfp616	current symbol	MGI:3650906	11	+	74069955	74087292
Zfp616	rat synonym	MGI:2445132	17	-	22849030	22867134
Gm11596	current symbol	MGI:3652177	11	-	99792389	99793467
Gm14408	current symbol	MGI:3651910	2	+	176831140	176836730
Tmem233	current symbol	MGI:3651514	5	-	116038755	116083244
Krtap1-3	current symbol	MGI:3650443	11	-	99590461	99591339
Krtap1-3	human symbol	MGI:1922836	11	-	99597347	99598105
Gm14412	current symbol	MGI:3652251	2	-	177314520	177324307
Wfdc10	current symbol	MGI:3616889	2	+	164656046	164657368
Vmn1r184	current symbol	MGI:3852451	7	+	26266831	26267775
Vmn1r88	current symbol	MGI:3852416	7	+	13177719	13178669
Vmn1r2	current symbol	MGI:4438400	4	+	3172083	3173006
Vmn1r3	current symbol	MGI:4438436	4	-	3184382	3185305
Gm16867	current symbol	MGI:4439791	14	-	69363504	69503362
Gm17268	current symbol	MGI:4936902	11	-	82028224	82038562
Gm17581	current symbol	MGI:4937215	2	-	155735810	155735866
Itln5	current symbol	MGI:4943970	UN		
Gm17567	current symbol	MGI:4937201	10	-	33994989	33995054
Gm19410	current symbol	MGI:5011595	8	+	35765672	35818047
Gm19399	current symbol	MGI:5011584	17	+	78458645	78458843
Cisd3b	current symbol	MGI:5012452	2	-	162919088	162923272
Gm20149	current symbol	MGI:5012334	10	-	21033954	21047454
Pagr1b	current symbol	MGI:5141883	7	-	127001480	127016484
Gm19843	current symbol	MGI:5012028	12	+	115831276	115832047
Mroh6	current symbol	MGI:5011755	15	-	75884137	75888770
Ankrd31	current symbol	MGI:5006716	13	+	96748289	96909794
Gm21788	current symbol	MGI:5433952	Y	+	7405010	7405552
Gm21190	current symbol	MGI:5434545	5	-	15524456	15529222
Gm20715	current symbol	MGI:5313162	7	+	6410277	6441691
Gm20873	current symbol	MGI:5434229	Y	+	6267098	6269548
Gm21750	current symbol	MGI:5433914	14	+	73661225	73662721
1700047I17Rik2	current symbol	MGI:3714351	12	+	55199533	55214076
Gm14483	current symbol	MGI:3714114	X	+	11299257	11299757
Gm13306	current symbol	MGI:3713752	4	+	42153436	42158839
Gm13248	current symbol	MGI:3713585	4	+	146610961	146658160
Rhox2h	current symbol	MGI:3713490	X	-	37668989	37673277
Gm15114	current symbol	MGI:3713330	X	+	148488949	148521446
Gm15107	current symbol	MGI:3713328	X	+	148180724	148224710
Gm14692	current symbol	MGI:3713084	X	+	67695698	67706350
Fthl17d	current symbol	MGI:3713070	X	-	8985900	8986755
Gm9992	current symbol	MGI:3712668	17	-	7363712	7385305
Gm13125	current symbol	MGI:3712553	4	-	144372760	144377933
Gm15093	current symbol	MGI:3712496	X	+	149272377	149305003
Cldn24	current symbol	MGI:3712484	8	+	47822143	47822805
Cldn24	rat symbol	MGI:1922927	8	+	47824482	47825475
Gm13242	current symbol	MGI:3712454	4	+	145670685	145704441
Pnp2	current symbol	MGI:3712328	14	+	50955992	50964749
Parp10	current symbol	MGI:3712326	15	-	76231174	76243441
Gm15091	current symbol	MGI:3712222	X	+	149941655	149984982
Gm15128	current symbol	MGI:3712219	X	+	147765991	147833456
Gm15080	current symbol	MGI:3712217	X	+	147992993	148033174
Gm15085	current symbol	MGI:3712210	X	+	149447617	149487784
Gm9814	current symbol	MGI:3712180	UN		
Gm14781	current symbol	MGI:3712084	X	+	91632194	91635671
Ly6c2	current symbol	MGI:3712069	15	-	75108158	75111970
Gm9994	current symbol	MGI:3711964	1	+	93918311	93942650
Gm14296	current symbol	MGI:3708667	2	-	176892509	176927809
Gm10711	current symbol	MGI:3708668	UN		
Gm10229	current symbol	MGI:3711943	16	+	89015277	89015846
